id,simplified,traditional,pinyin,jyutping,english,mandarin_rank,cantonese_rank,examples,hsk_level
1127190417206936782,少,少,shǎo,siu2,few; less,538,,[],1
261524230643631930,身上,身上,shēn shang,san1 soeng6,on the body; at hand,460,,[],1
513623873205947891,身体,身體,shēn tǐ,san1 ban6,the body; one's health,731,,[],1
132148171811791672,什么,什麼,shén me,zaap6 jiu1,what?; something,55,,[],1
554685267978492921,生病,生病,shēng bìng,sang1 beng6,to fall ill,4336,,[],1
58441918900386838,生气,生氣,shēng qì,sang1 hei3,to get angry; to take offense,2113,,[],1
1060105373472003852,生日,生日,shēng rì,saang1 jat6,birthday,1506,,[],1
765902140536747821,十,十,shí,sap6,ten; 10,865,,[],1
995976301782908400,时候,時候,shí hou,si4 hau6,time; length of time,107,,[],1
620171451429610436,时间,時間,shí jiān,si4 gaan1,time; period,127,,[],1
769632318471573920,事,事,shì,si6,matter; thing,113,,[],1
93520852058031493,试,試,shì,si3,to test; to try,938,,[],1
216560506454057033,是,是,shì,si6,to be (followed by substantives only); correct; right; true,4,,[],1
190079822595361013,是不是,是不是,shì bù shì,si6 bat1 si6,is or isn't; yes or no,2655,,[],1
867124801202951102,手,手,shǒu,sau2,hand; (formal) to hold,190,,[],1
702591024959655841,手机,手機,shǒu jī,sau2 gei1,cell phone; mobile phone,857,,[],1
1143987374808576089,书,書,Shū,syu1,abbr. for 书经,560,,[],1
428271700674358418,书包,書包,shū bāo,syu1 baau1,schoolbag; satchel,11861,,[],1
49685216944851555,书店,書店,shū diàn,syu1 dim3,bookstore,7174,,[],1
540495721247731529,树,樹,shù,syu6,tree; to cultivate,1481,,[],1
1085072336559345574,谁,誰,shéi,seoi4,who; also pr. [shuí],142,,[],1
648446986151046000,水,水,Shuǐ,seoi2,surname Shui,335,,[],1
886062546151574566,水果,水果,shuǐ guǒ,seoi2 gwo2,fruit,3271,,[],1
870479355626519456,睡,睡,shuì,seoi6,to sleep; to lie down,464,,[],1
448110777053919716,睡觉,睡覺,shuì jiào,seoi6,to go to bed; to sleep,944,,[],1
856534429679558846,说,說,shuì,syut3,to persuade,19,,[],1
550105623439900183,说话,說話,shuō huà,syut3 waa6,to speak; to say,880,,[],1
358184882331451722,四,四,sì,sei3,four; 4,481,,[],1
383060858895749827,送,送,sòng,sung3,to send; to deliver; to transmit; to give (as a present),370,,[],1
607725603207893977,岁,嵗,suì,seoi3,"variant of 岁, year; years old",266,,[],1
1022798055666211327,他,他,tā,taa1,he; him (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis),10,,[],1
682213799963622285,他们,他們,tā men,taa1 mun4,they,49,,[],1
572795383658196024,她,她,tā,taa1,she,38,,[],1
97268730553896291,她们,她們,tā men,taa1 mun4,they; them (for females),836,,[],1
950251786173630186,太,太,tài,taai3,highest; greatest,87,,[],1
879051651797630634,天,天,tiān,tin1,day; sky,83,,[],1
433858375072334852,天气,天氣,tiān qì,tin1 hei3,weather,1675,,[],1
136049970367411583,听,听,yǐn,jan5,smile (archaic),190,,[],1
509959811436099532,听到,聽到,tīng dào,jan5 dou3,to hear,877,,[],1
471792645101735533,听见,聽見,tīng jiàn,ting1 gin3,to hear,3114,,[],1
278365461664051020,听写,聽寫,tīng xiě,ting1 se2,(of a pupil) to write down (in a dictation exercise); dictation,44026,,[],1
888911281228009833,同学,同學,tóng xué,tung4 hok6,to study at the same school; fellow student,1828,,[],1
149542351435973273,图书馆,圖書館,tú shū guǎn,tou4 syu1 gun2,library,3836,,[],1
63325967807094968,外,外,wài,ngoi6,outside; in addition,489,,[],1
74994815677559487,外边,外邊,wài bian,ngoi6,outside; outer surface,12319,,[],1
927920627649219632,外国,外國,wài guó,ngoi6 gwok3,foreign (country),4151,,[],1
952263419435302537,外语,外語,wài yǔ,ngoi6 jyu5,foreign language,11159,,[],1
960119561925357851,玩儿,玩兒,wán r,waan2 jan4,to play; to have fun,7297,,[],1
558718946862460977,晚,晚,wǎn,maan5,evening; night,558,,[],1
1151517604782958197,晚饭,晚飯,wǎn fàn,maan5 faan6,evening meal; dinner,3794,,[],1
534311357532068843,晚上,晚上,wǎn shang,maan5 soeng6,evening; night,502,,[],1
193999797117840361,网上,網上,wǎng shàng,mong5 soeng6,online,2474,,[],1
114564173324092065,网友,網友,wǎng yǒu,mong5 jau5,online friend; Internet user,29751,,[],1
105962655939037577,忘,忘,wàng,mong4,to forget; to overlook,1015,,[],1
873306119374378181,忘记,忘記,wàng jì,mong4 gei3,to forget,1335,,[],1
858440896798835121,问,問,wèn,man6,to ask; to inquire,246,,[],1
238444608915759932,我,我,wǒ,ngo5,I; me; my,3,,[],1
36126967985553870,我们,我們,wǒ men,ngo5 mun4,we; us,19,,[],1
644154744767387244,五,五,wǔ,ng5,five; 5,563,,[],1
816004275550269267,午饭,午飯,wǔ fàn,ng5 faan6,lunch,4986,,[],1
932005927113467593,洗,洗,xǐ,sai2,to wash; to bathe; to develop (photographs),1298,,[],1
719383336024198862,洗手间,洗手間,xǐ shǒu jiān,sai2 sau2 gaan1,toilet; lavatory,9674,,[],1
183139560092280498,喜欢,喜歡,xǐ huan,hei2 fun1,to like; to be fond of,139,,[],1
213440884008618729,西,西,Xī,sai1,the West; abbr. for Spain 牙,958,,[],1
732570964208842588,西边,西邊,xī biān,sai1 bin1,west; west side,14628,,[],1
751167854257225949,下,下,xià,haa6,down; downwards,70,,[],1
916876681427643439,下班,下班,xià bān,haa6 baan1,to finish work; to get off work,3207,,[],1
235228984832661319,下边,下邊,xià bian,haa6,under; the underside,19063,,[],1
534825548599941686,下车,下車,xià chē,haa6 ce1,"to get off or out of (a bus, train, car etc)",6014,,[],1
118018082380329802,下次,下次,xià cì,haa6 ci3,next time,2268,,[],1
219586513989945063,下课,下課,xià kè,haa6,to finish class; to get out of class,9694,,[],1
135014213923772884,下午,下午,xià wǔ,haa6 ng5,afternoon; p.m.,782,,[],1
834552981684860020,下雨,下雨,xià yǔ,haa6 jyu5,to rain,5648,,[],1
589204019609008867,先,先,xiān,sin1,early; prior,306,,[],1
751713480851627880,先生,先生,xiān sheng,sin1 saang1,teacher; gentleman; sir; mister (Mr.),586,,[],1
743408966901378281,现在,現在,xiàn zài,jin6 zoi6,now; at present,77,,[],1
741110063172019861,想,想,xiǎng,soeng2,to think (about); to think of; to devise,44,,[],1
658178091909528197,小,小,xiǎo,siu2,small; tiny,100,,[],1
563311792809342649,小孩儿,小孩兒,xiǎo hái r,siu2 haai4 jan4,erhua variant of 小孩; child,25607,,[],1
588697182752015034,小姐,小姐,xiǎo jie,siu2 ze2,young lady; miss,1575,,[],1
201579269147894409,小朋友,小朋友,xiǎo péng yǒu,siu2 pang4 jau5,child,4536,,[],1
693388337821027128,小时,小時,xiǎo shí,siu2 si4,hour,389,,[],1
556592646232702698,小学,小學,xiǎo xué,siu2 hok6,elementary school; primary school,3819,,[],1
550945325203262852,小学生,小學生,xiǎo xué shēng,siu2 hok6 sang1,primary school student; schoolchild,12165,,[],1
522648454112865212,笑,咲,xiào,siu3,old variant of 笑,382,,[],1
91429664477156382,写,寫,xiě,se2,to write,352,,[],1
275911204309069299,谢谢,謝謝,xiè xie,ze6 ze6,to thank; thanks,520,,[],1
556377892128323277,新,新,Xīn,san1,abbr. for Xinjiang 疆 or Singapore 坡; surname Xin,150,,[],1
128861041580367045,新年,新年,xīn nián,san1 nin4,New Year,3160,,[],1
1023766905126241261,星期,星期,xīng qī,sing1 kei4,week; day of the week,1956,,[],1
979030255996333960,星期日,星期日,Xīng qī rì,sing1 kei4 jat6,Sunday,12997,,[],1
875127955185530218,星期天,星期天,Xīng qī tiān,sing1 kei4 tin1,Sunday,7577,,[],1
189915858955951819,行,行,háng,hong6,row; line,272,,[],1
982098454908725073,休息,休息,xiū xi,jau1 sik1,rest; to rest,1225,,[],1
560593077478462034,学,學,xué,hok6,to learn; to study,524,,[],1
825979786009512573,学生,學生,xué sheng,hok6 sang1,student; schoolchild,651,,[],1
768037279908736528,学习,學習,xué xí,hok6 zaap6,to learn; to study,789,,[],1
37735962131517623,学校,學校,xué xiào,hok6 haau6,school,430,,[],1
1061809776865067450,学院,學院,xué yuàn,hok6 jyun2,college; educational institute,2360,,[],1
666012746618453939,要,要,yāo,jiu3,(bound form) to demand; to coerce,19,,[],1
988326286679390523,也,也,Yě,jaa5,surname Ye,23,,[],1
519077344245471765,页,頁,xié,jip6,head,2404,,[],1
862322447624270355,爷爷,爺爺,yé ye,je4 je4,(coll.) father's father; paternal grandfather,3099,,[],1
947813033010745442,一,一,yī,jat1,one; single,21,,[],1
758295529106094197,一半,一半,yī bàn,jat1 bun3,half,1554,,[],1
1129633812599695807,一边,一邊,yī biān,jat1,one side; either side,1241,,[],1
807521791374659417,一点儿,一點兒,yī diǎn r,jat1 dim2 jan4,erhua variant of 一点; a bit; a little bit,6921,,[],1
86624902794754946,一会儿,一會兒,yī huì r,jat1 wui6 ngai4,a moment; a while,2207,,[],1
807111464394647105,一块儿,一塊兒,yī kuài r,jat1 faai3 ngai4,erhua variant of 一块; a piece; a chunk,11449,,[],1
263550196601047082,一起,一起,yī qǐ,jat1 hei2,in the same place; together,172,,[],1
258449643029406799,一下儿,一下兒,yī xià r,jat1 haa6 jan4,erhua variant of 一下; one time; once,,,[],1
830547891734376506,一些,一些,yī xiē,jat1 se1,some; a few,187,,[],1
436075493363065386,一样,一樣,yī yàng,jat1 joeng6,same; like,235,,[],1
208090700553207713,衣服,衣服,yī fu,ji1 fuk6,clothes,1472,,[],1
383592030486741212,医生,醫生,yī shēng,ai3 sang1,doctor,827,,[],1
296652030723133534,医院,醫院,yī yuàn,ai3 jyun2,hospital,608,,[],1
437993090753403267,用,用,yòng,jung6,to use; to employ,79,,[],1
1134163239344172483,有,有,yǒu,jau5,to have; there is; (bound form) having; with; -ful; -ed; -al (as in 意 intentional),9,,[],1
1074754298026523650,有的,有的,yǒu de,jau5 dik1,(there are) some (who are...); some (exist),1300,,[],1
30635797368677478,有名,有名,yǒu míng,jau5 ming4,famous; well-known,6219,,[],1
88552687258126952,有时,有時,yǒu shí,jau5 si4,sometimes; now and then,1568,,[],1
1038786665516559202,有时候,有時候,yǒu shí hou,jau5 si4 hau6,sometimes,1725,,[],1
812641452531665068,有些,有些,yǒu xiē,jau5 se1,some; somewhat,394,,[],1
535043571237106844,有一些,有一些,yǒu yī xiē,jau5 jat1 se1,somewhat; rather,,,[],1
213181391221230299,有用,有用,yǒu yòng,jau5 jung6,useful,4834,,[],1
599486544576318218,右,右,yòu,jau6,(bound form) right; right-hand side; (bound form) (politics) right of center,1481,,[],1
809781052024093272,右边,右邊,yòu bian,jau6 bin1,"right side; right, to the right",2906,,[],1
619627069748747929,雨,雨,yǔ,jyu5,rain,1929,,[],1
442183743767110601,元,元,Yuán,jyun4,surname Yuan; the Yuan or Mongol dynasty (1279-1368),744,,[],1
1041238429702349233,远,遠,yuǎn,jyun5,far; distant,635,,[],1
980475782910149477,月,月,yuè,jyut6,moon; month,161,,[],1
675496779912386270,再,再,zài,zoi3,again; once more; re-; second; another,91,,[],1
586033905612452683,再见,再見,zài jiàn,zoi3,goodbye; see you again later,2487,,[],1
470264438715268447,在,在,zài,zoi6,to exist; to be alive; (of sb or sth) to be (located) at,5,,[],1
481291675036931981,在家,在家,zài jiā,zoi6 gaa1,to be at home; (at a workplace) to be in (as opposed to being away on official business 差),2444,,[],1
88529967010124323,早,早,zǎo,zou2,early; morning,445,,[],1
985375079302018092,早饭,早飯,zǎo fàn,zou2 faan6,breakfast,6748,,[],1
104422206666166256,早上,早上,zǎo shang,zou2 soeng6,early morning,1092,,[],1
501035939535569636,怎么,怎麼,zěn me,zam2 jiu1,how?; what?,128,,[],1
846812498534170326,站,站,zhàn,zaam6,station; to stand,399,,[],1
534428827787134573,找,找,zhǎo,zaau2,to try to find; to look for,152,,[],1
473208929278401896,找到,找到,zhǎo dào,zaau2 dou3,to find,188,,[],1
378955691001635651,这,這,zhè,ze5,(pronoun) this; these; (bound form) this; the (followed by a noun),11,,[],1
169628983203161214,这边,這邊,zhè biān,ze5 bin1,this side; here,2774,,[],1
410657336767571809,这儿,這兒,zhè r,ze5 ngai4,here,2522,,[],1
461857219668113904,这里,這裏,zhè lǐ,ze5 leoi5,variant of 这里,209,,[],1
51406930366710292,这些,這些,zhè xiē,ze5 se1,these,132,,[],1
922872133475719022,着,著,zhāo,zoek6,(chess) move; trick,38,,[],1
1041858112579495535,真,真,zhēn,zan1,really; truly,76,,[],1
850899833535851970,真的,真的,zhēn de,zan1 dik1,"really, truly, indeed",622,,[],1
821847633877335526,正,正,zhēng,zing3,first month of the lunar year,294,,[],1
1058881260005395643,正在,正在,zhèng zài,zing3 zoi6,just at (that time); right in (that place),420,,[],1
398887536692852198,知道,知道,zhī dào,zi1 dou3,to know; to become aware of; also pr. [zhī dao],105,,[],1
791949987234805290,知识,知識,zhī shi,zi1 sik1,knowledge; intellectual,2284,,[],1
37876465260039185,中,中,Zhōng,zung1,China; Chinese,71,,[],1
72480284716770043,中国,中國,Zhōng guó,zung1 gwok3,China,729,,[],1
653062896883953406,中间,中間,zhōng jiān,zung1 gaan1,the middle; the inside; in the middle; within; between; among,1889,,[],1
557933075686819566,中文,中文,Zhōng wén,zung1 man4,Chinese language,6459,,[],1
55512332540559305,中午,中午,zhōng wǔ,zung1 ng5,noon; midday,2600,,[],1
395032972821870387,中学,中學,zhōng xué,zung1 hok6,middle school,4042,,[],1
876278427251209011,中学生,中學生,zhōng xué shēng,zung1 hok6 sang1,middle-school student; high school student,12707,,[],1
269803146800093057,重,重,chóng,zung6,to repeat; repetition,608,,[],1
828458305275279465,重要,重要,zhòng yào,zung6 jiu3,important; significant,240,,[],1
579702855291968854,住,住,zhù,zyu6,to live; to dwell,280,,[],1
919805720700282632,准备,準備,zhǔn bèi,zeon2 bei6,preparation; to prepare,333,,[],1
156260665269706119,桌子,桌子,zhuō zi,zoek3 zi2,table; desk,3639,,[],1
397096322676737632,字,字,zì,zi6,letter; symbol,913,,[],1
151398956910403702,子,子,zǐ,zi2,son; child,627,,[],1
37460918807833450,走,走,zǒu,zau2,to walk; to go,109,,[],1
1083106471440399006,走路,走路,zǒu lù,zau2 lou6,to walk; to go on foot,4517,,[],1
1007232207667188515,最,㝡,zuì,zeoi3,variant of 最,89,,[],1
607008586099430934,最好,最好,zuì hǎo,zeoi3 hou2,best; (you) had better (do what we suggest),1704,,[],1
225710108212260012,最后,最後,zuì hòu,zeoi3 hau6,final; last,261,,[],1
404285800019293946,昨天,昨天,zuó tiān,zok6 tin1,yesterday,557,,[],1
1005409265668115284,左,左,Zuǒ,zo2,surname Zuo,1382,,[],1
600783199942889303,左边,左邊,zuǒ bian,zo2,left; the left side,4584,,[],1
333798199429586844,坐,坐,Zuò,co5,surname Zuo,435,,[],1
680498951105719456,坐下,坐下,zuò xia,co5 haa6,to sit down,3600,,[],1
510590299425166371,做,做,zuò,zou6,to make; to produce; to write; to compose,53,,[],1
659057766263190095,啊,啊,ā,aa3,interjection of surprise; Ah!,47,,[],2
120606019780401009,爱情,愛情,ài qíng,oi3 cing4,romance; love (romantic),1164,,[],2
552492095923074581,爱人,愛人,ài ren,oi3 jan4,spouse (PRC); lover (non-PRC),4365,,[],2
467496343034675223,安静,安靜,ān jìng,on1 zing6,quiet; peaceful,2501,,[],2
641308459392801493,安全,安全,ān quán,on1 cyun4,safe; secure; safety; security,364,,[],2
204925748011734644,白色,白色,bái sè,baak6 sik1,white; fig. reactionary,2643,,[],2
649443459851533144,班长,班長,bān zhǎng,baan1 coeng4,class monitor; squad leader,9622,,[],2
511445922426248412,办,辦,bàn,baan6,to do; to manage,691,,[],2
647686503114668087,办法,辦法,bàn fǎ,baan6 faat3,means; method,538,,[],2
515942483764509191,办公室,辦公室,bàn gōng shì,baan6 gung1 sat1,office; business premises,1162,,[],2
137553503799673350,半夜,半夜,bàn yè,bun3 je6,midnight; in the middle of the night,4212,,[],2
783422232932019583,帮助,幫助,bāng zhù,bong1 zo6,assistance; aid; to help; to assist,499,,[],2
493902394273860971,饱,飽,bǎo,baau2,to eat till full; satisfied,4742,,[],2
469340848228316737,报名,報名,bào míng,bou3 ming4,to sign up; to enter one's name,4602,,[],2
240613946442719265,报纸,報紙,bào zhǐ,bou3 zi2,newspaper; newsprint,2232,,[],2
332172393648560474,北方,北方,běi fāng,bak1 fong1,north; the northern part a country,4879,,[],2
1010829408575394111,背,揹,bēi,bui3,variant of 背,1623,,[],2
297366685528763362,比如,比如,bǐ rú,bei2 jyu4,for example; for instance,1051,,[],2
441961690903855381,比如说,比如說,bǐ rú shuō,bei2 jyu4,for example,2785,,[],2
1102549487025857810,笔,筆,bǐ,bat1,pen; pencil,1245,,[],2
475090032397489385,笔记,筆記,bǐ jì,bat1 gei3,to take down (in writing); notes,7920,,[],2
227800975810799960,笔记本,筆記本,bǐ jì běn,bat1 gei3 bun2,notebook (stationery); notebook (computing),3935,,[],2
617248764851966795,必须,必須,bì xū,bit1 seoi1,to have to; must,241,,[],2
398257339950986023,边,邊,biān,bin1,side; edge,803,,[],2
961704166416338312,变,變,biàn,bin3,to change; to become different,501,,[],2
14906434748437235,变成,變成,biàn chéng,bin3 sing4,to change into; to turn into,853,,[],2
6612050408443223,便宜,便宜,biàn yí,pin4 ji4,convenient,2814,,[],2
1102304906183184833,遍,徧,biàn,pin3,variant of 遍,1358,,[],2
480007439319979896,表,表,biǎo,biu2,exterior surface; family relationship via females,1344,,[],2
391250506660141678,不错,不錯,bù cuò,bat1 co3,correct; right,384,,[],2
982751007337800535,不但,不但,bù dàn,bat1 daan6,not only (... but also ...),4161,,[],2
344313864447544871,不够,不夠,bù gòu,bat1 gau3,not enough; insufficient,1419,,[],2
459529870229130126,不过,不過,bù guò,bat1 gwo3,only; merely,216,,[],2
1151560402153298524,不好意思,不好意思,bù hǎo yì si,bat1 hou2 ji3 si3,to feel embarrassed; to find it embarrassing,2805,,[],2
